date,AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2013-11-17,26,10,25,12,30,15,19,13,9,16,20,14,31,16,34,12,14,22,25,7,22,22,25,21,13,14,15,15,17,18,25,6,25,22,16,26,13,9,26,27,24,14,24,16,41,11,22,17,18,17,21
2013-11-24,23,0,19,25,18,10,15,7,9,13,18,24,18,11,34,7,13,23,23,15,14,19,25,15,27,15,16,12,41,25,18,19,18,15,13,13,11,8,15,22,7,8,16,13,34,0,16,12,22,20,24
2013-12-01,14,9,19,10,14,7,10,3,0,15,21,8,7,12,27,8,6,9,20,6,15,15,14,16,14,8,14,18,8,17,16,11,14,16,7,13,12,6,13,26,21,7,11,10,13,11,13,15,14,12,20
2013-12-08,15,10,15,10,16,15,12,12,27,13,16,0,15,12,4,9,11,16,19,7,10,13,13,16,6,11,15,7,24,12,13,11,17,16,15,12,13,6,16,0,15,7,15,14,11,22,11,13,7,15,0
2013-12-15,27,10,12,15,12,14,9,20,15,19,18,9,0,9,13,9,6,9,23,20,11,11,9,10,30,11,16,4,30,0,12,6,12,15,8,10,14,7,15,7,19,7,17,30,11,0,11,13,16,11,23
2013-12-22,32,12,11,10,12,11,13,14,9,14,13,19,10,13,13,5,11,14,28,25,7,10,21,7,21,19,36,9,26,0,13,21,16,11,10,9,12,6,16,0,22,18,20,31,14,0,11,15,9,15,26
2013-12-29,56,33,24,39,26,19,15,15,8,27,37,35,34,25,36,10,24,30,58,29,16,26,57,29,36,42,31,29,39,29,30,12,26,36,25,19,32,16,26,15,28,23,52,55,36,22,21,23,39,27,23
2014-01-05,77,41,34,44,79,50,15,21,14,54,41,35,53,31,25,37,24,52,75,34,30,36,64,32,54,48,65,30,85,12,34,56,29,40,27,37,50,54,42,62,46,14,87,100,49,11,29,92,37,28,21
2014-01-12,59,10,34,67,88,26,15,12,0,38,40,51,45,27,39,32,24,41,42,7,15,24,78,29,21,55,15,33,90,28,25,27,20,36,15,31,37,21,25,40,23,20,100,60,58,21,23,46,35,24,21
2014-01-19,17,29,31,40,47,13,7,7,0,47,19,16,15,21,30,17,19,33,22,13,14,19,47,18,33,25,22,11,64,11,11,11,17,22,15,25,37,20,28,13,25,13,48,28,21,21,18,24,22,29,42
2014-01-26,9,29,28,27,46,13,12,10,0,28,9,11,15,11,16,8,14,12,13,13,5,14,21,12,3,12,21,10,22,34,16,11,13,17,14,15,22,12,15,19,13,0,25,16,17,21,10,13,18,13,19
2014-02-02,3,0,12,21,28,6,6,4,0,13,8,37,17,7,14,5,3,7,13,20,6,11,9,1,14,6,16,7,27,18,11,0,9,7,8,7,8,3,8,13,14,7,6,8,0,11,12,8,7,12,0
2014-02-09,3,19,11,9,17,5,3,0,0,10,5,0,0,5,0,5,3,10,8,19,9,8,10,4,3,4,14,4,14,6,5,5,8,5,15,7,6,3,5,0,11,0,5,6,3,20,5,9,7,8,20
2014-02-16,3,10,12,7,10,8,9,5,0,8,5,8,0,5,0,0,1,4,9,21,4,8,6,5,7,4,14,18,9,0,4,6,5,7,0,6,3,2,8,13,5,7,3,4,11,10,9,5,7,4,20
2014-02-23,3,0,3,4,8,1,4,2,8,7,4,17,0,5,2,2,7,5,3,6,4,7,7,5,0,6,0,7,8,6,6,6,6,8,7,3,3,1,3,25,3,0,1,5,3,11,4,5,13,2,0
2014-03-02,0,19,5,4,5,2,1,0,0,4,3,0,7,3,2,5,4,2,11,7,5,4,3,2,4,7,0,3,4,6,4,0,4,4,0,2,0,3,3,6,0,13,1,3,7,0,5,5,13,6,0
2014-03-09,3,10,3,4,5,6,5,0,0,5,0,16,0,2,8,5,3,2,3,6,3,4,2,2,0,1,15,3,8,0,5,0,4,5,0,2,2,0,6,0,3,0,4,3,11,0,1,3,0,4,0
2014-03-16,0,0,0,4,4,1,2,0,0,3,3,0,0,3,8,5,0,0,3,6,4,3,4,1,4,4,0,3,0,0,4,0,3,1,8,4,4,4,5,13,3,0,5,4,0,0,3,3,6,6,21
2014-03-23,3,0,10,4,3,1,6,0,0,3,2,0,8,2,2,2,1,0,0,0,1,3,2,2,0,2,14,0,0,0,4,6,4,3,0,2,2,4,5,13,0,0,5,2,4,0,2,2,6,3,0
2014-03-30,0,0,8,4,2,1,3,2,9,3,2,9,0,2,2,3,0,0,2,0,0,4,2,1,0,5,0,3,0,6,3,0,2,1,7,3,5,1,1,0,5,0,2,2,0,0,2,2,0,1,0
2014-04-06,0,0,3,6,2,1,3,0,9,3,2,0,0,3,2,0,3,4,3,13,1,2,3,2,0,2,0,3,0,6,2,0,2,2,0,2,3,2,3,0,0,0,4,2,4,11,1,2,7,4,0
2014-04-13,6,10,2,4,2,2,2,0,0,3,2,0,0,2,2,0,0,2,3,0,2,3,3,0,0,1,0,0,0,0,3,0,3,2,8,1,2,0,0,7,6,0,3,2,3,0,1,1,0,2,0
2014-04-20,9,0,2,4,1,0,0,0,0,3,2,0,0,0,6,3,0,0,2,8,2,2,5,1,4,1,0,3,8,0,3,0,3,1,0,2,4,3,5,7,0,0,0,2,0,0,1,4,0,1,0
2014-04-27,0,0,0,0,2,0,3,2,0,2,1,8,0,1,2,0,2,2,0,7,1,1,2,4,4,0,0,3,4,0,2,6,2,2,7,2,6,0,2,0,0,13,0,1,14,0,1,2,0,4,20
2014-05-04,3,0,3,0,2,0,0,5,0,2,2,8,8,1,0,0,1,2,2,0,1,1,2,1,0,1,0,0,0,0,2,0,2,3,0,1,0,3,1,0,0,0,0,2,0,12,0,2,0,1,0
2014-05-11,3,0,2,0,2,0,0,0,0,2,1,0,8,1,2,0,0,2,2,7,0,1,3,1,0,3,0,0,4,0,3,0,2,3,0,2,2,2,1,0,3,0,0,1,0,0,1,1,0,1,0
2014-05-18,0,0,3,0,2,1,1,4,9,2,2,9,0,1,0,0,3,0,3,0,1,1,1,1,5,0,17,0,5,0,3,0,2,0,0,1,4,0,1,0,0,0,6,1,0,0,1,2,0,1,0
2014-05-25,0,0,2,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,2,0,1,1,0,2,3,4,1,0,3,0,0,1,0,0,1,1,0,3,0
2014-06-01,0,0,5,0,1,5,0,4,10,3,0,10,0,1,0,0,0,3,3,0,2,2,3,0,5,0,18,0,5,0,1,0,3,1,0,2,3,1,1,0,0,0,0,3,0,0,0,0,0,3,0
2014-06-08,0,0,0,10,2,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,1,0,2,1,0,2,0,1,2,0,6,0,0,1,0,0,1,0,0,0,0
2014-06-15,0,0,6,0,2,0,2,0,0,2,1,10,0,1,3,0,0,3,3,0,2,2,2,1,0,1,0,4,0,0,1,0,2,2,0,1,3,3,3,0,3,0,0,1,0,0,1,0,0,2,27
2014-06-22,4,0,2,0,1,0,0,0,0,1,1,10,0,1,0,0,0,0,3,0,3,1,2,1,0,1,0,0,0,0,3,0,2,1,0,2,5,0,1,0,0,0,0,1,0,0,1,1,0,2,0
2014-06-29,0,0,2,0,0,0,2,4,0,3,1,10,0,2,3,0,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,8,1,1,10,1,0,0,1,0,3,0,3,1,0,0,1,1,0,0,0
2014-07-06,0,0,2,0,1,3,0,0,10,1,1,10,0,2,0,0,2,0,3,0,2,0,4,0,0,0,18,0,0,0,2,0,2,1,0,0,3,0,3,0,3,0,2,1,0,0,1,0,0,2,0
2014-07-13,0,0,0,0,1,0,2,0,0,2,3,0,0,2,3,4,0,3,4,0,2,1,2,1,0,1,0,0,0,0,2,7,1,1,0,1,4,1,2,0,0,0,0,1,0,0,1,3,0,2,0
2014-07-20,3,0,2,0,1,3,4,5,0,4,1,0,0,1,0,0,3,0,3,0,4,2,4,1,6,1,0,0,5,0,2,0,1,1,0,1,0,1,2,0,0,0,3,1,0,0,1,2,0,2,0
2014-07-27,0,0,4,0,2,3,4,0,0,2,1,0,0,1,3,4,2,6,6,0,3,2,2,1,0,2,0,0,0,0,3,0,2,2,0,3,0,0,1,0,6,0,0,1,0,0,0,0,0,4,25
2014-08-03,4,0,2,0,3,1,4,0,11,5,3,5,0,2,0,0,4,3,3,0,2,2,3,4,0,6,18,0,0,0,3,0,3,2,0,4,4,1,2,9,0,0,0,3,4,0,1,1,0,2,0
2014-08-10,7,0,6,5,4,1,0,2,0,6,5,10,0,4,2,0,2,5,4,8,2,3,2,5,6,3,0,0,0,0,3,7,3,3,0,3,0,2,3,0,5,0,2,2,0,0,1,3,0,2,0
2014-08-17,16,0,11,5,5,1,2,0,0,9,2,0,0,3,0,0,7,6,6,0,4,5,5,7,0,7,17,4,0,8,5,6,3,6,9,2,3,1,7,0,6,8,6,4,0,0,1,3,0,3,24
2014-08-24,13,0,9,4,7,3,9,3,0,6,5,9,0,6,9,0,7,9,5,0,8,4,5,9,11,10,0,8,5,16,7,6,6,5,0,7,2,3,6,0,3,8,5,4,0,0,2,4,8,7,0
2014-08-31,10,34,11,4,11,10,4,3,9,12,9,14,9,8,7,3,3,13,11,0,8,9,13,11,6,8,17,8,19,0,14,6,11,6,9,12,3,6,4,0,16,8,5,9,16,0,3,6,15,6,0
2014-09-07,28,0,25,15,19,13,17,17,9,25,15,18,9,13,11,41,15,16,31,7,16,18,16,20,16,15,16,15,18,7,16,18,17,22,21,20,12,9,19,7,23,0,14,16,22,38,13,16,15,8,22
2014-09-14,36,11,35,17,28,23,23,27,0,31,19,69,34,25,34,25,15,24,21,22,27,24,40,30,5,26,16,19,27,66,34,12,28,28,17,32,25,23,37,22,26,7,16,22,15,38,13,24,30,24,45
2014-09-21,40,11,42,21,44,25,17,19,18,39,28,42,17,31,45,29,29,39,36,22,39,43,46,39,11,35,56,23,50,58,45,12,33,40,39,36,23,24,38,22,31,15,50,38,45,13,21,33,23,34,22
2014-09-28,23,44,70,43,58,34,44,34,36,46,38,56,51,31,66,54,30,38,64,51,52,55,48,31,44,52,48,30,83,43,65,37,41,43,33,47,34,23,52,50,39,15,45,49,54,24,27,46,75,44,45
2014-10-05,51,32,54,44,63,61,56,57,55,65,48,71,17,48,90,55,45,44,67,44,64,67,74,62,55,59,64,15,73,51,83,25,57,65,38,52,43,24,71,57,47,81,58,52,38,85,34,59,37,52,56
2014-10-12,97,33,58,66,65,67,54,47,37,61,56,70,67,54,94,43,45,62,71,60,81,85,95,74,55,82,81,46,83,22,72,100,62,71,59,62,53,28,73,37,75,22,66,66,89,24,37,77,59,64,56
2014-10-19,52,66,56,44,63,55,53,51,46,53,48,60,60,46,75,41,34,60,63,94,71,81,70,56,61,38,55,71,39,50,65,73,61,53,37,61,40,30,73,49,74,50,47,47,100,35,33,64,82,64,45
2014-10-26,63,22,50,66,48,42,36,40,37,38,40,72,78,37,38,59,29,40,47,44,49,46,46,37,38,39,63,33,63,35,53,19,44,47,52,44,42,13,56,35,56,50,40,34,42,82,29,43,47,41,66
2014-11-02,54,43,53,29,50,21,31,29,37,36,34,24,68,29,28,27,30,30,62,44,37,33,48,40,59,32,38,18,51,28,45,30,39,42,20,33,30,17,40,27,27,21,35,29,67,22,19,40,38,44,86
2014-11-09,25,21,23,29,39,24,44,24,27,31,26,30,33,26,37,21,17,29,37,22,26,45,40,32,21,46,37,29,17,43,30,37,32,32,16,28,24,11,30,21,52,7,25,25,40,12,17,28,23,29,32
2014-11-16,17,43,24,37,28,30,13,22,56,27,26,43,17,18,33,6,8,33,21,15,27,19,34,22,27,16,31,22,51,21,29,13,26,22,16,17,14,8,24,35,23,7,16,22,28,11,12,24,30,22,0
2014-11-23,16,11,27,21,18,15,14,15,30,23,16,6,9,12,24,20,6,19,27,16,16,14,15,23,6,18,32,4,17,8,18,21,21,11,0,15,16,8,16,22,44,8,10,12,14,26,12,19,26,16,23
2014-11-30,27,21,17,23,21,17,14,35,44,26,21,29,8,17,15,9,11,21,30,14,27,16,19,26,36,18,22,24,21,7,23,24,22,21,23,24,16,8,15,0,28,0,18,22,17,11,11,18,7,18,0
2014-12-07,28,53,21,12,19,13,12,12,9,19,19,12,16,19,26,15,19,25,18,7,20,16,22,27,27,13,15,11,16,7,17,26,21,24,23,19,18,8,20,13,24,13,14,24,30,0,8,15,22,15,21
2014-12-14,27,11,15,6,14,13,7,10,0,18,22,12,17,16,16,12,4,27,31,8,15,13,26,28,11,20,33,11,35,8,12,0,20,15,8,17,7,5,17,14,20,0,25,16,3,0,8,14,0,13,22
2014-12-21,36,13,6,11,12,14,19,9,12,11,15,7,0,6,15,4,7,16,16,0,18,9,20,14,20,13,19,4,12,9,19,16,15,16,0,18,9,3,11,0,33,0,16,13,16,13,5,15,9,16,26
2014-12-28,12,12,25,5,13,14,21,21,11,13,17,19,18,12,19,28,11,28,19,24,19,11,20,11,12,20,17,8,11,32,23,0,19,18,13,17,10,5,20,16,27,0,19,14,14,0,12,17,17,21,23
2015-01-04,14,11,15,21,17,10,15,17,10,15,12,24,8,10,16,15,10,20,18,14,18,17,25,6,0,10,38,4,32,22,23,13,18,20,12,11,12,7,20,7,21,0,22,13,13,11,9,14,15,18,31
2015-01-11,18,11,14,10,15,15,4,2,29,11,8,12,16,8,7,6,10,15,18,14,13,14,8,5,5,7,0,7,27,15,20,0,17,14,20,14,13,7,16,7,27,13,20,9,18,11,5,21,7,13,21
2015-01-18,14,0,14,10,11,5,4,10,0,10,8,6,8,5,5,12,0,7,15,7,8,12,9,3,10,4,46,11,16,15,9,0,8,10,0,6,9,7,11,14,13,7,7,8,4,11,6,12,0,8,42
2015-01-25,14,32,3,10,10,3,6,5,0,6,5,30,24,6,0,11,4,7,17,14,7,7,6,8,5,1,0,3,16,0,9,0,10,8,8,4,6,2,4,7,13,13,9,6,7,0,2,7,7,6,20
2015-02-01,10,0,12,10,8,4,2,5,9,6,5,6,8,4,14,9,4,9,6,0,4,5,9,5,5,1,14,3,5,0,6,0,7,7,15,4,7,2,6,0,3,0,3,5,7,11,3,8,14,6,20
2015-02-08,0,0,9,8,5,4,8,6,0,7,5,6,8,2,5,3,2,3,6,7,8,7,8,5,15,4,15,0,5,7,5,6,5,5,0,4,2,1,6,6,5,6,8,3,3,0,2,5,7,6,20
2015-02-15,7,11,4,4,7,7,0,6,0,5,4,14,0,4,2,3,4,2,5,8,6,3,4,4,5,6,15,3,5,7,7,12,5,3,8,5,3,6,5,0,5,0,1,4,4,0,2,4,0,3,0
2015-02-22,3,0,5,4,5,5,6,8,9,4,3,0,8,2,5,0,2,3,3,7,2,4,5,6,0,1,15,3,0,8,4,6,6,6,8,4,3,0,4,0,0,0,2,4,0,22,1,3,0,3,19
2015-03-01,0,10,3,0,4,5,4,1,0,4,2,6,0,1,2,0,0,5,5,7,7,4,6,7,0,4,0,0,5,0,5,0,3,5,15,3,2,1,2,0,3,0,10,2,4,0,1,4,0,2,0
2015-03-08,0,11,2,4,4,0,0,3,0,3,2,0,16,3,2,6,2,4,7,0,3,3,4,0,15,3,15,0,5,7,3,0,3,2,8,4,3,1,4,0,5,0,2,4,0,0,1,3,0,3,0
2015-03-15,0,0,5,9,3,0,2,1,9,2,2,0,0,4,2,0,0,3,3,0,4,3,3,0,0,3,14,0,0,8,3,0,2,3,0,0,2,1,2,20,0,7,1,1,7,10,0,3,0,2,0
2015-03-22,13,0,4,0,2,2,2,0,0,1,3,0,0,1,0,0,2,4,4,0,0,2,3,0,15,0,16,0,6,0,3,7,2,4,0,2,2,2,2,0,3,0,0,3,0,0,2,4,0,3,0
2015-03-29,0,0,4,7,3,1,6,1,0,1,2,0,8,3,3,3,4,2,0,0,5,1,1,3,0,3,16,0,6,0,2,0,1,3,0,2,3,0,2,0,0,0,1,1,0,0,1,3,7,4,0
2015-04-05,0,0,2,0,2,0,6,5,0,3,2,0,0,3,2,3,0,3,4,0,0,3,2,1,0,1,0,0,0,0,3,12,1,3,8,5,3,0,4,0,3,0,0,2,0,0,2,3,0,1,21
2015-04-12,4,0,2,4,2,4,5,3,9,3,2,0,0,4,5,0,2,3,0,7,2,2,5,3,0,1,15,3,5,0,2,0,2,1,8,2,0,5,1,7,0,0,0,2,0,0,0,2,0,4,0
2015-04-19,0,0,4,4,2,6,4,3,0,2,1,0,0,2,7,3,0,2,0,16,2,4,5,5,0,0,0,3,0,0,2,12,1,1,0,2,1,1,2,7,3,0,1,1,4,0,1,3,0,3,0
2015-04-26,0,0,4,0,1,0,0,0,10,2,1,0,8,2,0,0,2,0,3,0,2,2,5,3,0,3,0,0,0,0,2,0,1,1,0,2,2,1,1,0,3,0,2,1,0,0,1,3,0,1,0
2015-05-03,0,0,0,4,2,1,2,1,0,2,1,7,0,2,0,0,0,0,3,0,3,2,1,1,7,0,0,0,0,0,1,0,2,2,0,2,0,0,3,0,0,0,1,1,0,0,2,2,15,1,0
2015-05-10,0,11,0,0,2,1,0,1,0,1,1,0,0,1,3,6,0,2,4,0,2,1,2,1,0,3,0,0,0,0,1,0,1,1,0,1,1,2,1,0,3,0,3,1,0,0,1,1,0,1,0
2015-05-17,8,0,0,9,1,0,0,1,0,3,2,0,0,1,0,0,0,0,4,0,0,1,1,1,8,2,0,0,0,0,1,0,2,2,0,3,3,2,1,0,0,8,4,1,0,0,0,0,8,1,0
2015-05-24,0,0,0,0,2,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,2,2,1,4,0,2,0,4,0,0,0,0,2,2,0,2,2,0,1,8,3,0,1,1,0,0,0,2,0,1,0
2015-05-31,0,0,0,0,2,2,0,0,0,1,2,0,0,1,0,0,0,0,4,0,0,1,0,1,0,3,0,0,5,0,1,0,1,2,0,3,2,0,1,0,0,0,1,1,0,0,1,2,0,3,0
2015-06-07,0,11,2,0,2,0,2,0,0,3,1,8,0,1,3,0,0,2,4,0,5,1,2,1,0,0,0,4,5,0,1,0,1,2,0,2,2,2,3,0,0,0,0,2,0,0,0,2,0,2,0
2015-06-14,4,0,2,0,1,2,0,0,0,1,0,7,0,1,0,0,2,4,0,0,0,1,4,0,0,0,0,0,0,0,1,7,1,1,10,2,3,2,0,0,0,9,0,1,4,0,1,1,0,2,22
2015-06-21,0,0,0,0,1,0,4,0,0,2,3,0,0,1,0,0,0,2,0,0,2,5,3,0,0,2,0,0,0,0,2,0,1,1,0,2,2,0,0,7,2,0,1,1,0,0,0,1,0,2,0
2015-06-28,0,0,2,5,2,0,0,1,0,2,2,0,0,0,3,0,0,0,0,0,2,2,1,0,0,3,0,0,5,0,2,0,2,1,0,1,0,3,3,0,5,0,0,0,0,0,1,3,0,0,0
2015-07-05,4,0,4,0,2,3,2,2,0,3,2,0,0,3,0,0,0,3,0,0,2,2,0,2,0,0,0,3,0,0,2,0,1,0,0,0,0,4,3,0,0,0,0,1,0,0,2,1,0,2,0
2015-07-12,0,0,0,5,1,1,0,0,0,2,2,0,0,1,0,0,0,0,8,0,2,1,1,1,0,2,0,0,0,0,2,0,1,1,0,1,3,2,1,0,2,0,2,1,0,0,1,1,0,2,0
2015-07-19,0,0,6,0,1,0,0,2,11,2,3,0,0,2,3,0,0,6,4,7,0,2,1,1,0,2,0,0,5,0,1,0,1,2,0,2,3,2,1,0,2,0,2,1,0,0,1,1,8,2,0
